url,c1,c2,c3,email,vk,wa,tg
https://arline-nn.ru/,<meta name='insales-redefined-api-methods',"https://static.insales-cdn.com/files/1/2680/33221240/original/Снимок_d458ae77d6e61b3b6daea584b4933ce8.PNG"" />",<!--InsalesCounter -->,arline-nn@yandex.ru,,wa.me/+79911915044,
https://sadali.kz/,<meta name='insales-redefined-api-methods',"https://static.insales-cdn.com/files/1/5685/34289205/original/Favicon.png"">",<!--InsalesCounter -->,sadali.company@gmail.com,,wa.me/+77770024466,
https://matrasopttorg.ru/,<meta name='insales-redefined-api-methods',"https://static.insales-cdn.com/assets/common-js/common.v2.24.69.js"">",<!--InsalesCounter -->,info@matrasopttorg.ru,vk.com/matrasopttorg,,
https://onerugged.ru/,<meta name='insales-redefined-api-methods',"https://static.insales-cdn.com/assets/static-versioned/v3.72/static/libs/lodash/4.17.21/lodash.min.js"">",<!--InsalesCounter -->,russia@onerugged.ru,,,
https://woolewu.ru/,<meta name='insales-redefined-api-methods',"https://static.insales-cdn.com/assets/common-js/common.v2.24.69.js"">",<!--InsalesCounter -->,inbox@woolewu.ru,,,
https://ecolife93.ru/,<meta name='insales-redefined-api-methods',"https://static.insales-cdn.com/assets/static-versioned/v3.72/static/libs/lodash/4.17.21/lodash.min.js"">",<!--InsalesCounter -->,osim@mail.ru,vk.com/ecolife93,,
https://www.fedua.ru/,<meta name='insales-redefined-api-methods',"https://static.insales-cdn.com/assets/static-versioned/v3.72/static/libs/lodash/4.17.21/lodash.min.js"">",<!--InsalesCounter -->,info@beautyworld.ru,vk.com/public211142916,,t.me/feduarussia
https://carsi.pro/,<meta name='insales-redefined-api-methods',"https://static.insales-cdn.com/assets/1/4728/6443640/1722210499/favicon.png"" />",<!--InsalesCounter -->,"zakaz@carsi.pro, iprpu@mail.ru",vk.com/market-219146743,wa.me/+79841500045,
https://penotech.com/,<meta name='insales-redefined-api-methods',"https://static.insales-cdn.com/assets/static-versioned/v3.72/static/libs/lodash/4.17.21/lodash.min.js"">",<!--InsalesCounter -->,egor_nechaev@mail.ru,,,
http://www.shopberry.ru/,<meta name='insales-redefined-api-methods',"https://static.insales-cdn.com/assets/static-versioned/v3.72/static/libs/lodash/4.17.21/lodash.min.js"">",<!--InsalesCounter -->,info@shopberry.ru,vk.com/shopberry,,
https://bonbon-rus.ru/,<meta name='insales-redefined-api-methods',"https://static.insales-cdn.com/assets/static-versioned/v3.72/static/libs/lodash/4.17.21/lodash.min.js"">",<!--InsalesCounter -->,tolmachevkursk@gmail.com,vk.com/bon_bon_46,,t.me/bon_bon_46
https://www.skateshop.ru/,<meta name='insales-redefined-api-methods',"https://static.insales-cdn.com/assets/static-versioned/v3.72/static/libs/lodash/4.17.21/lodash.min.js"">",<!--InsalesCounter -->,skateshop.ru@gmail.com,vk.com/skateshop,wa.me/+79312103753,t.me/skateshop55
https://www.globalexpertretail.market/,<meta name='insales-redefined-api-methods',"https://static.insales-cdn.com/assets/static-versioned/v3.72/static/libs/lodash/4.17.21/lodash.min.js"">",<!--InsalesCounter -->,yugagro2015@gmail.com,vk.com/global_expert,wa.me/+7 928 134 7234,t.me/globalexpertconsultingcenter
https://www.rtk-partner.ru/,<meta name='insales-redefined-api-methods',"https://static.insales-cdn.com/assets/common-js/common.v2.24.69.js"">",<!--InsalesCounter -->,"partner.rtk@mail.ru, zvonok@rtk-partner.ru",,,
https://www.uniplc.ru/,<meta name='insales-redefined-api-methods',"https://static.insales-cdn.com/assets/static-versioned/v3.72/static/libs/lodash/4.17.21/lodash.min.js"">",<!--InsalesCounter -->,sale@uniplc.ru,,,
https://divanno.ru/,<meta name='insales-redefined-api-methods',"https://static.insales-cdn.com/assets/static-versioned/v3.72/static/libs/lodash/4.17.21/lodash.min.js"">",<!--InsalesCounter -->,Sorokin-l@yandex.ru,vk.com/divannos,,t.me/DivaNNo
https://designstories.ru/,<meta name='insales-redefined-api-methods',"https://static.insales-cdn.com/assets/static-versioned/v3.72/static/libs/lodash/4.17.21/lodash.min.js"">",<!--InsalesCounter -->,info@designstories.ru,,,
https://www.kyoirk.ru/,<meta name='insales-redefined-api-methods',"https://static.insales-cdn.com/assets/common-js/common.v2.24.69.js"">",<!--InsalesCounter -->,info@abi.com.ru,,,
https://ekranbat.ru/,<meta name='insales-redefined-api-methods',"https://static.insales-cdn.com/assets/common-js/common.v2.24.69.js"">",<!--InsalesCounter -->,support@ekranbat.ru,,,
https://www.argo925.ru/,<meta name='insales-redefined-api-methods',"https://static.insales-cdn.com/assets/static-versioned/v3.72/static/libs/lodash/4.17.21/lodash.min.js"">",<!--InsalesCounter -->,info@argo925.ru,,wa.me/88122004107,
https://www.somsonya.com/,<meta name='insales-redefined-api-methods',"https://static.insales-cdn.com/assets/static-versioned/v3.72/static/libs/lodash/4.17.21/lodash.min.js"">",<!--InsalesCounter -->,somsonyarussia@yandex.ru,,,t.me/Chemodan_SOMSONYA
https://www.dunaev-shop.ru/,<meta name='insales-redefined-api-methods',"https://static.insales-cdn.com/assets/static-versioned/v3.72/static/libs/lodash/4.17.21/lodash.min.js"">",<!--InsalesCounter -->,sales@dunaev-shop.ru,vk.com/dunaevmedia,,t.me/dunaevmedia
https://skincareshop.ru/,<meta name='insales-redefined-api-methods',"https://static.insales-cdn.com/assets/static-versioned/v3.72/static/libs/lodash/4.17.21/lodash.min.js"">",<!--InsalesCounter -->,info@skincareshop.ru,,,
https://51opt.ru/,<meta name='insales-redefined-api-methods',"https://static.insales-cdn.com/assets/static-versioned/v3.72/static/libs/lodash/4.17.21/lodash.min.js"">",<!--InsalesCounter -->,edp24@bk.ru,vk.com/edp_24,wa.me/79600203878,t.me/edp_24
https://www.gameconsol.net/,<meta name='insales-redefined-api-methods',"https://static.insales-cdn.com/assets/common-js/common.v2.24.69.js"">",<!--InsalesCounter -->,"gamer@gameconsol.net, store@gameconsol.net",vk.com/gameconsol1,,t.me/Gameconsol2020
https://finestcoffee.ru/,<meta name='insales-redefined-api-methods',"https://static.insales-cdn.com/assets/static-versioned/v3.72/static/libs/lodash/4.17.21/lodash.min.js"">",<!--InsalesCounter -->,"88003339838info@roastcoffeebeans.ru, info@roastcoffeebeans.ru",vk.com/finestcoffee,,
https://pinastore.by/,<meta name='insales-redefined-api-methods',"https://static.insales-cdn.com/assets/1/4667/6427195/1715342445/favicon.png"" />",<!--InsalesCounter -->,mail@pinastore.by,vk.com/pina.novaline,,t.me/pina_novaline
https://intersport-ufa.ru/,<meta name='insales-redefined-api-methods',"https://static.insales-cdn.com/assets/static-versioned/v3.72/static/libs/lodash/4.17.21/lodash.min.js"">",<!--InsalesCounter -->,"intersport-ufa@inbox.ru, vak-24ff@inbox.ru, intersport-inet02@yandex.ru",vk.com/intersport_ufa,wa.me/+79378514770,
https://xn--80akhcjed7aofcdg9k.xn--p1ai/,<meta name='insales-redefined-api-methods',"https://static.insales-cdn.com/assets/1/733/5382877/1706356373/favicon.png"" />",<!--InsalesCounter -->,"altayrezinaplus@mail.ru, ponomarev@artflowers22.ru",,,
https://shampurkazan.ru/,<meta name='insales-redefined-api-methods',"https://static.insales-cdn.com/assets/common-js/common.v2.24.69.js"">",<!--InsalesCounter -->,shampur.kazan@yandex.ru,vk.com/shampukazan,,
https://magazinns3.ru/,<meta name='insales-redefined-api-methods',"https://static.insales-cdn.com/files/1/6878/32889566/original/31F290DA-72E8-4D43-AE3D-3DEF0E838773.jpeg"" />",<!--InsalesCounter -->,matveichk0210@mail.ru,vk.com/drugoffmatveich,wa.me/+79145744637,
https://igrushki-u-horushki.ru/,<meta name='insales-redefined-api-methods',"https://static.insales-cdn.com/files/1/4206/36057198/original/WhatsApp_Image_2024-02-29_at_13.14.10___копия.png"">",<!--InsalesCounter -->,frigals@mail.ru,vk.com/igrushki_u_horushki,wa.me/89503158638,
https://elfbarpl.store/,<meta name='insales-redefined-api-methods',"https://static.insales-cdn.com/assets/static-versioned/v3.72/static/libs/lodash/4.17.21/lodash.min.js"">",<!--InsalesCounter -->,office@elfbarpl.store,,wa.me/48881477096,t.me/elfbar_manager_pln1
https://www.buff-store.ru/,<meta name='insales-redefined-api-methods',"https://static.insales-cdn.com/assets/common-js/common.v2.24.69.js"">",<!--InsalesCounter -->,info@buff-store.ru,vk.com/buff_store,,
https://www.kithit.ru/,<meta name='insales-redefined-api-methods',"https://static.insales-cdn.com/assets/common-js/common.v2.24.69.js"">",<!--InsalesCounter -->,kithit@inbox.ru,vk.com/public180092087,,
https://essenzalubricants.ru/,<meta name='insales-redefined-api-methods',"https://static.insales-cdn.com/assets/1/2270/6416606/1719030391/favicon.png"" />",<!--InsalesCounter -->,"sale@essenzalubricants.ru, sale@essenzalubricans.ru",,,
https://www.fragonard-russia.ru/,<meta name='insales-redefined-api-methods',"https://static.insales-cdn.com/assets/static-versioned/v3.72/static/libs/lodash/4.17.21/lodash.min.js"">",<!--InsalesCounter -->,"74993476428shop@fragonardrussia.ru, shop@fragonard-russia.ru",,,
https://dombeza.ru/,<meta name='insales-redefined-api-methods',"https://static.insales-cdn.com/assets/static-versioned/v3.72/static/libs/lodash/4.17.21/lodash.min.js"">",<!--InsalesCounter -->,"prodazy@dombeza.ru, erikaes@mail.ru, kristinarv@dombeza.ru",,wa.me/79672973641,t.me/dombeza
https://led-scale.ru/,<meta name='insales-redefined-api-methods',"https://static.insales-cdn.com/assets/static-versioned/v3.72/static/libs/lodash/4.17.21/lodash.min.js"">",<!--InsalesCounter -->,kirill@led-scale.ru,vk.com/ledscale,,t.me/led_scale
https://tatalina.by/,<meta name='insales-redefined-api-methods',"https://static.insales-cdn.com/assets/static-versioned/v3.72/static/libs/lodash/4.17.21/lodash.min.js"">",<!--InsalesCounter -->,info.tatalina@gmail.com,vk.com/tatalinaby,,t.me/+CScoMyCear1kZWVi
https://xn----etbfc9abfedod2a5k.xn--p1ai/,<meta name='insales-redefined-api-methods',"https://static.insales-cdn.com/assets/1/7823/6332047/1711640531/favicon.png"">",<!--InsalesCounter -->,"zakaz@enre.ru, zakaz@en-re.ru, nsedykh@77c.ru",,,
https://www.postelbutik.ru/,<meta name='insales-redefined-api-methods',"https://static.insales-cdn.com/assets/common-js/common.v2.24.69.js"">",<!--InsalesCounter -->,info@postelbutik.ru,vk.com/postelbutik,wa.me/79257389843,
https://hd-irkutsk.ru/,<meta name='insales-redefined-api-methods',"https://static.insales-cdn.com/assets/static-versioned/v3.72/static/libs/lodash/4.17.21/lodash.min.js"">",<!--InsalesCounter -->,info@hd-irkutsk.ru,vk.com/harleydavidson.irkutsk,wa.me/message/S4CCOZGS73AOM1,t.me/HarleyDavidsonIrkutsk
https://www.avtodaewoo.ru/,,"https://static.insales-cdn.com/assets/static-versioned/v3.72/static/libs/lodash/4.17.21/lodash.min.js"">",<!--InsalesCounter -->,info@avtodaewoo.ru,vk.com/js/api/openapi.js,,
https://miele-home.store/,<meta name='insales-redefined-api-methods',"https://static.insales-cdn.com/files/1/4194/35254370/original/favicon.png"" />",<!--InsalesCounter -->,"zakaz@miele-home.store, lyshnikova@addi.ru",vk.com/miele_home.store,,t.me/mielehome_bot
https://ever-rest.ru/,<meta name='insales-redefined-api-methods',"https://static.insales-cdn.com/assets/static-versioned/v3.72/static/libs/lodash/4.17.21/lodash.min.js"">",<!--InsalesCounter -->,EverRest77@yandex.ru,,,
https://www.stuff-market.ru/,<meta name='insales-redefined-api-methods',"https://static.insales-cdn.com/files/1/2142/34498654/original/Варианты_Logo_Stuff_Market-4.png"">",<!--InsalesCounter -->,"stuff_market@mail.ru, anna.urazgildeeva@yandex.ru",vk.com/stuffmarketonline,wa.me/+79110250454,t.me/StuffMarketOnline
https://pvkokna.ru/,<meta name='insales-redefined-api-methods',"https://static.insales-cdn.com/assets/static-versioned/v3.72/static/libs/lodash/4.17.21/lodash.min.js"">",<!--InsalesCounter -->,"ok@pvkokna.ru, kurleev83@mail.ru",,wa.me/89002508090,
https://3003jewelry.com/,<meta name='insales-redefined-api-methods',"https://static.insales-cdn.com/files/1/2351/32270639/original/favicon-32x32.png"">",<!--InsalesCounter -->,d.v.silich@gmail.com,,,
https://mebelita.ru/,<meta name='insales-redefined-api-methods',"https://static.insales-cdn.com/assets/static-versioned/v3.72/static/libs/lodash/4.17.21/lodash.min.js"">",<!--InsalesCounter -->,"hello@mebelita.ru, esfmir@gmail.com",,,
https://kolgotki.org/,<meta name='insales-redefined-api-methods',"https://static.insales-cdn.com/assets/static-versioned/v3.72/static/libs/lodash/4.17.21/lodash.min.js"">",<!--InsalesCounter -->,info@kolgotki.org,vk.com/club149814705,,
https://otmastudios.com/,<meta name='insales-redefined-api-methods',"https://static.insales-cdn.com/assets/static-versioned/v3.72/static/libs/lodash/4.17.21/lodash.min.js"">",<!--InsalesCounter -->,payment@otmastudios.com,,,
https://www.salone28.ru/,<meta name='insales-redefined-api-methods',"https://static.insales-cdn.com/assets/static-versioned/v3.72/static/libs/lodash/4.17.21/lodash.min.js"">",<!--InsalesCounter -->,bryansk-salon28@yandex.ru,,,t.me/s/salone_28bryansk
https://siblescompany.shop/,<meta name='insales-redefined-api-methods',"https://static.insales-cdn.com/assets/static-versioned/v3.72/static/libs/lodash/4.17.21/lodash.min.js"">",<!--InsalesCounter -->,siblescompany.shop@yandex.ru,,,
http://osnovastroy35.ru/,<meta name='insales-redefined-api-methods',"https://static.insales-cdn.com/files/1/6364/33831132/original/Без_имени-1_1406dc67a562ec29cf50ce919d900a5d.png"">",<!--InsalesCounter -->,osnova35@list.ru,,wa.me/+79115070529,
https://www.zont3slona.ru/,<meta name='insales-redefined-api-methods',"https://static.insales-cdn.com/assets/common-js/common.v2.24.69.js"">",<!--InsalesCounter -->,info@zont3slona.ru,,,
https://gameplay77.ru/,<meta name='insales-redefined-api-methods',"https://static.insales-cdn.com/assets/static-versioned/v3.72/static/libs/lodash/4.17.21/lodash.min.js"">",<!--InsalesCounter -->,game77play@yandex.ru,,,
https://klimat122.ru/,<meta name='insales-redefined-api-methods',"https://static.insales-cdn.com/files/1/5259/33805451/original/1000090530.jpg"">",<!--InsalesCounter -->,klimat122@mail.ru,,wa.me/+79833889740,
https://phiten.ru/,<meta name='insales-redefined-api-methods',"https://static.insales-cdn.com/assets/static-versioned/v3.72/static/libs/lodash/4.17.21/lodash.min.js"">",<!--InsalesCounter -->,sales@phiten.ru,,wa.me/79153592198,t.me/+79153592198
https://www.marinamak.com/,<meta name='insales-redefined-api-methods',"https://static.insales-cdn.com/assets/1/942/6300590/1721030452/favicon.png"" />",<!--InsalesCounter -->,"showroom@marinamak.com, admin@marinamak.ru",vk.com/club211296652,,t.me/MARINAMAK_brand
https://rx-tech.ru/,<meta name='insales-redefined-api-methods',"https://static.insales-cdn.com/assets/static-versioned/v3.72/static/libs/lodash/4.17.21/lodash.min.js"">",<!--InsalesCounter -->,tb_75@mail.ru,vk.com/club_rx_tech,,
https://9v.ru/,<meta name='insales-redefined-api-methods',"https://static.insales-cdn.com/assets/static-versioned/v3.72/static/libs/lodash/4.17.21/lodash.min.js"">",<!--InsalesCounter -->,5250000@bk.ru,,,
https://www.flowerportrait.ru/,<meta name='insales-redefined-api-methods',"https://static.insales-cdn.com/assets/common-js/common.v2.24.69.js"">",<!--InsalesCounter -->,Info@flowerportrait.ru,,,
https://www.sacmilking.ru/,<meta name='insales-redefined-api-methods',"https://static.insales-cdn.com/assets/common-js/common.v2.24.69.js"">",<!--InsalesCounter -->,rus@sacmilking.com,,,
https://plantsupports.ru/,<meta name='insales-redefined-api-methods',"https://static.insales-cdn.com/files/1/1114/35210330/original/favicon-32x32.png"">",<!--InsalesCounter -->,boken@rambler.ru,,wa.me/+79031051797,
https://yourtime.store/,<meta name='insales-redefined-api-methods',"https://static.insales-cdn.com/files/1/3749/30068389/original/favicon.png"" />",<!--InsalesCounter -->,info@yourtime.store,,,
https://gselective.ru/,<meta name='insales-redefined-api-methods',"https://static.insales-cdn.com/assets/static-versioned/v3.72/static/libs/lodash/4.17.21/lodash.min.js"">",<!--InsalesCounter -->,"info@gsstore.ru, info@gs-store.ru",vk.com/utelab,wa.me/+79293738802,t.me/utelab_siberia
https://itsinks.ru/,<meta name='insales-redefined-api-methods',"https://static.insales-cdn.com/assets/static-versioned/v3.72/static/libs/lodash/4.17.21/lodash.min.js"">",<!--InsalesCounter -->,info@itsinks.ru,,,
https://store.12345.diet/,<meta name='insales-redefined-api-methods',"https://static.insales-cdn.com/assets/static-versioned/v3.72/static/libs/lodash/4.17.21/lodash.min.js"">",<!--InsalesCounter -->,igalagaev@ya.ru,,,
https://le-store.pro/,<meta name='insales-redefined-api-methods',"https://static.insales-cdn.com/assets/common-js/common.v2.24.69.js"">",<!--InsalesCounter -->,"zakaz@le-store.pro, ad.sugoid@gmail.com",vk.com/js/api/share.js,wa.me/79235772333,t.me/Life_Energy1
https://www.era-vitex.ru/,<meta name='insales-redefined-api-methods',"https://static.insales-cdn.com/assets/common-js/common.v2.24.69.js"">",<!--InsalesCounter -->,sales@era-vitex.ru,,,
https://xn----htbbaarnevokeieenmq8m.xn--p1ai/,<meta name='insales-redefined-api-methods',"https://static.insales-cdn.com/assets/static-versioned/v3.72/static/libs/lodash/4.17.21/lodash.min.js"">",<!--InsalesCounter -->,Sretprod@gmail.com,,,t.me/sretenskieprodukti
https://www.sunxmoon.ru/,<meta name='insales-redefined-api-methods',"https://static.insales-cdn.com/assets/static-versioned/v3.72/static/libs/lodash/4.17.21/lodash.min.js"">",<!--InsalesCounter -->,order@sunxmoon.ru,,,
https://swype59.ru/,<meta name='insales-redefined-api-methods',"https://static.insales-cdn.com/assets/static-versioned/v3.72/static/libs/lodash/4.17.21/lodash.min.js"">",<!--InsalesCounter -->,swype_perm@mail.ru,vk.com/swype_perm,wa.me/79223505035,t.me/swype_perm
https://k-pop-shop.ru/,<meta name='insales-redefined-api-methods',"https://static.insales-cdn.com/assets/static-versioned/v3.72/static/libs/lodash/4.17.21/lodash.min.js"">",<!--InsalesCounter -->,"help.kpopshop@mail.ru, help.k-pop-shop@mail.ru, domi.donsk@internet.ru",vk.com/igkpopshopru,,t.me/kpopshopru2
https://vajno.store/,<meta name='insales-redefined-api-methods',"https://static.insales-cdn.com/files/1/6532/32987524/original/fav.png"">",<!--InsalesCounter -->,"info@vajno.store.ru, brand@vajno.ru",vk.com/vajno.store,wa.me/79641642888,t.me/vajnostore
https://www.xn----9sbdkb0bdmjcl0b1i.xn--p1ai/,<meta name='insales-redefined-api-methods',"https://static.insales-cdn.com/assets/static-versioned/v3.72/static/libs/lodash/4.17.21/lodash.min.js"">",<!--InsalesCounter -->,"Mebelnov-os@mail.ru, Mebelnov-v@mail.ru",,,
